,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
100,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af309c8b0>,,21,False,False,False,
101,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af2d527a0>,,21,False,False,False,
102,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2nc([H])c([H])s2)(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2d52b10>,,21,False,False,False,
103,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(Br)c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151adfbf3240>,6.84415,21,True,True,False,
104,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])c2c([H])c([H])nc([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2d52160>,,21,False,False,False,
105,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])OC([H])([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af240cea0>,,21,False,False,False,
106,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af24ae250>,,21,False,False,False,
107,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af240c4a0>,,21,False,False,False,
108,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2nc([H])c([H])c([H])n2)(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af246d620>,,21,False,False,False,
109,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N([H])C([H])([H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af246e250>,,21,False,False,False,
110,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])nn([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23d7a10>,,21,False,False,False,
111,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])oc([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af309c090>,,21,False,False,False,
112,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])n2c([H])nc([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af28f1e90>,,21,False,False,False,
113,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])sc([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af249cd60>,,21,False,False,False,
114,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(C(=O)O[H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23d65c0>,,21,False,False,False,
115,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](B(O[H])O[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af24b8590>,,21,False,False,False,
116,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C(=O)O[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af309ef20>,,21,False,False,False,
117,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C([H])=C([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2900950>,,21,False,False,False,
118,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2d53b00>,,21,False,False,False,
119,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C([H])=C([H])c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af28f60c0>,,21,False,False,False,
120,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])c2c([H])c([H])c(F)c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2903650>,,21,False,False,False,
121,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])O[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2901ad0>,,21,False,False,False,
122,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af249d8a0>,,21,False,False,False,
123,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(N([H])[H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2902f20>,,21,False,False,False,
124,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af29012b0>,,21,False,False,False,
125,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af24b2d40>,,21,False,False,False,
126,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af29016c0>,,21,False,False,False,
127,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2d52d90>,,21,False,False,False,
128,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2nc3c([H])c([H])c([H])c([H])c3s2)(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af28f0090>,,21,False,False,False,
129,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C2([H])C([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af23f3560>,,21,False,False,False,
130,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C2([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af28f3470>,,21,False,False,False,
131,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])N1[H],<fegrow.package.RMol object at 0x151af23d5e40>,,21,False,False,False,
132,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af28f2340>,,21,False,False,False,
133,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2nc3c([H])c([H])c([H])c([H])c3n2[H])N1[H],<fegrow.package.RMol object at 0x151af2d537e0>,,21,False,False,False,
134,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23d49f0>,,21,False,False,False,
135,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N([H])C([H])([H])C([H])([H])O[H])N1[H],<fegrow.package.RMol object at 0x151af30c0e00>,,21,False,False,False,
136,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2901da0>,,21,False,False,False,
137,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N([H])C([H])([H])C([H])([H])O[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23d56c0>,,21,False,False,False,
138,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2sc3c([H])c([H])c([H])c([H])c3c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23f0810>,,21,False,False,False,
139,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af24ad6c0>,,21,False,False,False,
140,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af24a80e0>,,21,False,False,False,
141,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af28f6d40>,,21,False,False,False,
142,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c([H])c(C(=O)O[H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af21de110>,,21,False,False,False,
143,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N([H])C([H])([H])C([H])([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23d5df0>,,21,False,False,False,
144,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af24cf920>,,21,False,False,False,
145,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af23efce0>,,21,False,False,False,
146,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)N1[H],<fegrow.package.RMol object at 0x151af28f30b0>,,21,False,False,False,
147,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])N1[H],<fegrow.package.RMol object at 0x151af24acd10>,,21,False,False,False,
148,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23eff60>,,21,False,False,False,
149,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])c2c([H])nc([H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af246fe70>,,21,False,False,False,
150,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])c([H])c([H])c([H])c2O[H])N1[H],<fegrow.package.RMol object at 0x151af2377e70>,,21,False,False,False,
151,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C2([H])C([H])([H])C([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af23ef5b0>,,21,False,False,False,
152,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=N[H])N([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af21da980>,,21,False,False,False,
153,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2oc3c([H])c([H])c([H])c([H])c3c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2374400>,,21,False,False,False,
154,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af246dcb0>,,21,False,False,False,
155,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])c2nc([H])c([H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23f19e0>,,21,False,False,False,
156,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C#N)N1[H],<fegrow.package.RMol object at 0x151af2375710>,,21,False,False,False,
157,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(Cl)c(Cl)c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2374d10>,,21,False,False,False,
158,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23f23e0>,,21,False,False,False,
159,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2903560>,,21,False,False,False,
160,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])N([H])C(=O)C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af010bf10>,,21,False,False,False,
161,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](S[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af30b3c90>,,21,False,False,False,
162,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af30c35b0>,,21,False,False,False,
163,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af010b790>,,21,False,False,False,
164,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C([H])([H])OC([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af2375e40>,,21,False,False,False,
165,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23f0130>,,21,False,False,False,
166,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])([C@]([H])(O[H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af0108e50>,,21,False,False,False,
167,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af291bfb0>,,21,False,False,False,
168,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])N1[H],<fegrow.package.RMol object at 0x151af0109530>,,21,False,False,False,
169,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C#Cc2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af2901b70>,,21,False,False,False,
170,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N([H])c2c([H])nc([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af24abd80>,,21,False,False,False,
171,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af229c8b0>,,21,False,False,False,
172,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])N([H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af0109670>,,21,False,False,False,
173,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af24abec0>,,21,False,False,False,
174,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N1[H],<fegrow.package.RMol object at 0x151af01093f0>,,21,False,False,False,
175,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2nn([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af0109c10>,,21,False,False,False,
176,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af01098f0>,,21,False,False,False,
177,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af290d6c0>,,21,False,False,False,
178,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af290eed0>,,21,False,False,False,
179,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2nc3c([H])c([H])c([H])c([H])c3o2)(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af309db70>,,21,False,False,False,
180,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af21ddb70>,,21,False,False,False,
181,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(n2nc([H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af290f060>,,21,False,False,False,
182,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](Sc2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23f1940>,,21,False,False,False,
183,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N([H])S(=O)(=O)N([H])[H])N1[H],<fegrow.package.RMol object at 0x151af290c310>,,21,False,False,False,
184,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af25f4d60>,,21,False,False,False,
185,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af290e200>,,21,False,False,False,
186,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C([H])([H])C([H])([H])C([H])([H])N([H])[H])N1[H],<fegrow.package.RMol object at 0x151af25f62a0>,,21,False,False,False,
187,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af25f69d0>,,21,False,False,False,
188,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af249dc60>,,21,False,False,False,
189,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](C([H])=C2SC(=S)N([H])C2=O)(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af25f5030>,,21,False,False,False,
190,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])c([H])c3c(c2[H])c([H])c([H])n3[H])N1[H],<fegrow.package.RMol object at 0x151af290f4c0>,,21,False,False,False,
191,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](OC([H])([H])C([H])([H])N([H])[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af290d530>,,21,False,False,False,
192,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(N([H])C([H])([H])C([H])([H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af25f78d0>,,21,False,False,False,
193,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(C(=O)N([H])[H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af23741d0>,,21,False,False,False,
194,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])N1[H],<fegrow.package.RMol object at 0x151af23d7ba0>,,21,False,False,False,
195,[H]N=C1N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])(c2c([H])c([H])c(F)c([H])c2F)N1[H],<fegrow.package.RMol object at 0x151af290d8f0>,,21,False,False,False,
196,[H]N=C1N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H],<fegrow.package.RMol object at 0x151af30af510>,,21,False,False,False,
